5718025,D
6372238,D
4056803,D
5627850,D
5830066,D
4640208,C
6436572,D
4059339,D
5923253,B
4173976,B
4034308,C
5731124,D
5631390,C
5923250,C
6523779,B
6371560,D
4136028,D
5397920,D
6354551,D
4169366,D
4193780,C
6938712,C
5397724,C
5904444,D
5714251,D
6364291,C
4135199,D
4640209,C
5627853,D
2371881,D
4193777,D
6553542,C
7394783,D
5991739,A
6334599,C
5904448,D
5714254,C
4056474,D
5837282,D
5714250,D
6425105,D
4058985,C
6546073,C
5937380,D
4175395,D
4170529,D
6451758,C
2197241,B
4203570,D
4203948,D
6438272,D
4169389,C
6425104,D
4648450,D
5627863,C
5630058,D
3382149,A
6457905,D
6438276,D
4058003,D
8422562,D
5713279,D
5318965,D
7540328,B
4648494,D
5837277,D
6453534,C
6519345,A
4058992,D
6409536,D
6453520,D
6409541,D
6021066,B
4169368,D
5536768,D
5989576,C
3658966,C
4169362,D
3954575,D
5977690,D
4640274,D
5739340,D
7448366,D
5928410,C
5928162,D
5627856,D
6544461,D
4112738,D
4640195,C
5928136,D
4112835,D
3634421,B
5728024,D
4112839,C
6333885,C
4102036,C
4175399,C
5731139,B
2898713,C
5628158,D
4197863,D
6364370,D
4648480,D
6384159,B
6522461,B
3920304,D
6427489,A
4167459,D
3636722,C
5830097,D
6545133,D
4139397,D
7448353,D
7540353,D
6483281,C
5714294,D
4170503,D
6334603,C
4175610,D
6425110,D
2898734,C
8426661,C
6430638,D
6553528,D
6334593,D
4170530,D
6553526,D
5837283,C
4203942,C
4170502,D
5928142,D
4175632,D
6372243,D
5627851,D
6393410,D
4058611,D
6425115,D
3963305,A
5923251,A
4167461,D
2369133,D
6334608,D
5631395,C
6425113,D
4140548,B
5830057,D
4168828,D
6021992,C
6523781,B
5830063,D
5989579,C
5937235,D
4161501,C
5713274,D
4175611,D
5328390,C
6483234,C
6021274,B
4102133,C
5928408,D
6453516,D
6458315,B
4170509,D
6443626,D
6443633,C
5803676,D
4056256,D
6482771,C
4203512,D
5714253,C
4102134,C
5713287,C
4136029,D
7540350,D
7540329,D
4165437,D
5904447,D
4112284,D
4056790,D
4114428,C
6018443,D
6426655,D
6021275,D
4099558,C
5830091,D
6021226,C
7397631,D
4175612,D
5803690,C
6427486,A
4193765,D
5913208,D
5630056,D
4056781,D
6333886,D
6354651,D
4648491,D
6519134,D
4161494,D
6371558,C
4169371,C
4103595,C
6446334,D
6451766,D
4140546,B
5928413,D
5630059,D
4113381,C
5830053,D
5713294,D
6436581,D
6431284,A
5718281,D
6022119,C
6438270,D
5937222,D
6431661,B
3658969,C
5832282,D
6385130,B
5628162,D
4172155,D
5803695,D
7448375,D
5832279,D
4058879,D
6022246,D
6386147,D
6546072,C
7448359,C
5910298,D
5713324,D
4170514,D
4640210,D
6022190,D
6461800,D
5735855,D
7540326,B
6414984,D
6553523,D
6438268,D
5713326,D
6372237,D
4168832,D
5832284,D
5830065,D
4174014,D
4168835,D
5904423,D
6333873,D
6354518,D
4174013,D
6022228,B
6938703,D
4102131,D
4170528,D
6022188,D
6444463,A
5991744,B
4112838,C
4195170,C
5913212,C
4139396,D
6482768,D
6017833,D
5991743,C
5928140,D
4648484,D
4075294,D
4193774,C
4640204,D
5735867,D
4058815,D
6415012,D
4640192,D
5991763,C
4202134,C
5989551,D
6021223,C
4059253,D
4169369,D
5837308,D
3233490,D
8427678,D
5631394,D
4058938,D
5803670,D
6354512,D
6021067,D
4161485,D
6021986,D
5630061,C
5718033,D
5713278,D
6522468,A
5731121,D
6022191,C
5630063,C
5830093,D
6021239,D
6522470,B
4193769,D
5832265,D
4193783,D
4640200,D
7540308,D
6451767,D
3952046,D
6412551,D
5713298,D
4193778,B
7540296,D
5735858,D
6482767,D
5989552,D
5713292,D
5989546,C
2198133,D
4193788,D
7394811,D
5830054,D
6021546,D
7448354,C
4172151,D
7540319,D
3981774,D
6022117,B
6386155,C
5989577,C
4648463,D
5397904,D
4170513,D
6391649,D
5739344,D
6409537,C
4172160,C
5837284,D
6364290,D
6384124,A
5989555,C
3953443,D
7433664,D
7448355,D
6354421,D
6421878,D
4056670,D
5547102,D
4102669,D
4193770,D
5928144,D
5713284,D
4648493,D
3233623,D
5910267,D
5837279,D
4170511,D
5928124,D
5913218,D
4058974,D
5928130,D
4172158,D
4058671,D
5989580,D
5631384,D
6552942,C
4193786,D
5928141,D
4081480,D
4161492,D
4140549,C
6412555,D
6521241,B
4173984,D
6443619,D
5830059,D
5803681,D
6425108,D
5830095,D
6022202,C
6393408,D
5837273,D
4060198,D
4169386,C
4167457,D
6522363,B
5713330,D
6338921,D
4056348,D
6443632,D
4169388,D
4112283,C
4648481,D
4055523,B
5937221,D
4058017,C
6438274,D
6391636,D
6365966,D
4114431,D
4648488,D
6519344,A
4112132,D
6548051,C
5714264,D
5928129,D
5923281,C
6371562,D
6429265,D
4135212,D
7540335,C
6316735,D
4197848,D
6412552,D
5627854,D
5937375,C
3635591,D
6354516,D
5631386,D
7397628,D
5714256,A
4056244,D
5937399,D
6458556,D
4167463,D
4161482,D
4102666,D
6553527,D
4135544,D
4168830,D
4136026,D
4167458,D
2898731,D
4640263,C
2197243,D
5713301,D
4173987,D
4139389,B
5937233,B
3209932,D
8427683,B
4173978,C
4057990,D
4034217,D
4056780,D
4075296,D
4169387,D
6553838,D
8427679,D
5713328,D
6366071,D
5397902,D
6427487,B
5837280,D
6549243,D
5913219,C
6364367,D
4203505,D
6021273,B
5937377,D
6553744,D
5928138,D
4648467,D
5904419,D
5910303,D
3737315,C
6312221,D
4172156,D
5832266,D
6022045,D
4058825,D
4135205,C
4135198,C
8426657,C
4170500,D
5430729,D
6371567,D
5397909,C
3233744,D
6022194,D
6482773,C
5631383,D
6354633,D
4053128,D
6021693,C
4640205,D
4194883,C
6521242,C
4048702,D
4161498,D
6519612,B
6384135,B
3713603,C
6552943,C
5989578,D
5631392,C
2401907,D
4114447,D
4161496,D
6022118,C
3382093,B
6354419,D
7540316,D
7397633,D
5431321,D
5731118,D
4648454,D
5928131,D
4058622,D
3206590,D
5910266,D
4114430,D
6354422,D
6425106,D
6371568,D
5989556,A
7448361,D
6522380,C
5977689,D
5837312,D
6523766,B
3383117,A
4202162,B
4175631,D
4173985,D
5928163,D
4204531,D
4170510,D
3383735,B
6425103,D
6354636,D
4203571,D
5923254,B
5928414,C
3629750,D
6406859,D
6312453,C
6364304,D
4172175,D
5735865,D
5928132,D
4203506,D
5713288,D
8426668,D
2400353,D
4648470,D
4058007,D
5928126,C
4172171,D
4135211,A
5735852,D
3626758,B
6022244,D
5928406,D
3963262,C
4640191,D
5919093,B
4648489,D
5714266,D
4175629,D
6333864,D
6482772,D
4648483,D
4034325,C
6021985,C
4173980,D
4648478,C
4056695,D
5913211,B
6553745,D
4165438,D
3372413,A
6409535,D
6438271,D
5627855,D
7448371,D
6444464,A
5713280,D
4172150,D
4203945,D
4193790,D
5910302,D
4052267,D
4056268,D
2197244,D
6549074,D
6476598,D
4113897,D
5713291,D
6366077,D
4161484,D
6427345,D
6333868,D
6482769,D
7430847,D
2403588,D
2353930,D
6430637,D
6021197,D
6431735,C
4052278,D
4112134,D
3956428,D
6528466,B
4161487,D
5628166,D
7540323,C
5904425,D
6412548,D
6549068,D
5628165,D
6371573,D
5937223,C
3920370,D
5937378,D
5837276,C
7540351,C
4193763,D
6444784,B
7394808,D
4113385,D
4170506,B
5714257,C
6354638,D
6354640,D
4640269,C
6462051,D
4193785,D
3965914,D
6451793,D
5728031,D
4058997,D
4640201,D
6553748,D
